,title,addr,score,lng,lat
196,풍천장어마을 즉석숯불구이,서울 송파구 송파대로 54,4.5,127.128228914931,37.4752013245294
197,삼백집 잠실직영점,서울 송파구 석촌호수로 240,3.1,127.103381851971,37.5079352049922
198,오스테리아세콘디,서울 송파구 백제고분로42길 4-9 1층,3.9,127.108965230441,37.5056062251448
199,대성정육식당,서울 송파구 석촌호수로12길 1-6,3.4,127.086094265873,37.5089077388787
200,연안부두 2호점,서울 송파구 오금로13길 11 1층,4.2,127.108973671613,37.513513610755
201,큐스시,서울 송파구 위례성대로22나길 23 1층,4.3,127.129825819343,37.5088061411621
202,천수횟집,서울 송파구 석촌호수로12길 10 1층,4.5,127.085325768015,37.5092385146416
203,코히루,서울 송파구 오금로 148 2층,4.4,127.111124030232,37.5104790085398
204,이현스시,서울 송파구 백제고분로45길 13,4.1,127.109837805069,37.5094818088518
205,마시찜 신천점,서울 송파구 백제고분로7길 32-8 1층,4.2,127.082450732066,37.5104202414659
206,노아베이커리 잠실엘스점,서울 송파구 올림픽로 119 파인애플 상가 1층 A 18호,3.9,127.08418616626,37.512084433428
207,램플러스 신천점,서울 송파구 백제고분로9길 36 1층,3.5,127.082886358764,37.5096545333968
208,사사노하,서울 송파구 백제고분로42길 4-13 1층,4.2,127.108831293223,37.5055082291902
209,뜬금커피,서울 송파구 석촌호수로18길 6 2층,3.3,127.100788212928,37.5064251101368
210,숙달돼지 잠실방이점,서울 송파구 오금로13길 10-1 1층,3.6,127.108970516765,37.5132886330539
211,돈족골 본점,서울 송파구 삼학사로 66,3.7,127.097431153281,37.5030817741878
212,모토쿠라시,서울 송파구 백제고분로41길 27 2층,4.0,127.106631316674,37.5082936191695
213,평화곱창,서울 송파구 백제고분로41길 27 1층,3.2,127.106631316674,37.5082936191695
214,닌자스시,서울 송파구 백제고분로9길 35 1층,3.3,127.0830224109,37.5098477933923
215,오붓식당,서울 송파구 위례광장로 120 상가동 203호,3.8,127.141629765798,37.4750145597312
216,소문난곱창,서울 송파구 거마로22길 33,3.7,127.150601872602,37.4975870353038
217,진대감 가락점,서울 송파구 중대로9길 34 1층,3.7,127.118798446524,37.4963405358618
218,또봄,서울 송파구 오금로18길 10 101호,4.0,127.110381,37.5099879
219,정목누룽지백숙,서울 송파구 위례성대로12길 11,3.8,127.122570794246,37.512583602599
220,쭈꾸미도사 방이점,서울 송파구 올림픽로32길 22 1층,4.6,127.109330990196,37.5140592887335
221,함흥본가면옥 문정점,서울 송파구 법원로 114 엠스테이트 D동 301호,3.7,127.12100938212,37.4860552797801
222,현차이나,서울 송파구 백제고분로48길 8 2층,3.4,127.114054055606,37.5114655181139
223,뽀로로파크 잠실롯데월드점,서울 송파구 올림픽로 240 롯데월드 내,4.2,127.098141751177,37.5113096112036
224,효월,서울 송파구 오금로18길 6 1층,3.1,127.110605719968,37.5102840672203
225,스시유메,서울 송파구 올림픽로32길 49,4.5,127.111645226178,37.512685436041
226,오뗄드니엔테,서울 송파구 백제고분로45길 4-21,3.4,127.11133826688,37.5100322691611
227,안재식당,서울 송파구 삼전로9길 5-2 1층 103호,3.8,127.08864396725,37.5061507608539
228,미성양꼬치,서울 송파구 올림픽로32길 19-6,3.2,127.109704265464,37.5143750146701
229,츠쿠모,서울 송파구 올림픽로32길 58 1층,4.0,127.112433147977,37.5120866023654
230,완도산회 문정점,서울 송파구 문정로 29,3.2,127.126037780549,37.4864679099405
231,주문진해물한상,서울 송파구 오금로19길 9,3.7,127.113601114489,37.5107534406596
232,라오빠빠,서울 송파구 송이로17길 57 1층,4.7,127.12531690554,37.5020661794162
233,카페 페퍼,서울 송파구 백제고분로45길 12 2층,4.3,127.110151992824,37.5096256769585
234,쭈꾸미도사 잠실새내점,서울 송파구 백제고분로7길 30 1층,4.6,127.082184987261,37.5106745999663
235,통큰갈비 잠실신천점,서울 송파구 백제고분로7길 28-11 영동빌딩,3.2,127.082277858393,37.5102727775037
236,철판구이300도씨 신천본점,서울 송파구 백제고분로7길 28-17,4.0,127.082348994706,37.5099577368162
237,시루나무 문정본점,서울 송파구 새말로 134,4.1,127.128833865415,37.4829769123873
238,만옥당,서울 송파구 백제고분로45길 9 2층,3.3,127.110196782728,37.5093183927357
239,잉클링,서울 송파구 양재대로60길 3-5 보우빌딩 1층,4.0,127.116866834025,37.498792387939
240,라화쿵부 개롱점,서울 송파구 오금로46길 20,4.1,127.134972963035,37.4957720180583
241,완도산회 문정점,서울 송파구 문정로 29,3.2,127.126037780549,37.4864679099405
242,주문진해물한상,서울 송파구 오금로19길 9,3.7,127.113601114489,37.5107534406596
243,라오빠빠,서울 송파구 송이로17길 57 1층,4.7,127.12531690554,37.5020661794162
244,카페 페퍼,서울 송파구 백제고분로45길 12 2층,4.3,127.110151992824,37.5096256769585
245,쭈꾸미도사 잠실새내점,서울 송파구 백제고분로7길 30 1층,4.6,127.082184987261,37.5106745999663
246,통큰갈비 잠실신천점,서울 송파구 백제고분로7길 28-11 영동빌딩,3.2,127.082277858393,37.5102727775037
247,철판구이300도씨 신천본점,서울 송파구 백제고분로7길 28-17,4.0,127.082348994706,37.5099577368162
248,시루나무 문정본점,서울 송파구 새말로 134,4.1,127.128833865415,37.4829769123873
249,만옥당,서울 송파구 백제고분로45길 9 2층,3.3,127.110196782728,37.5093183927357
250,잉클링,서울 송파구 양재대로60길 3-5 보우빌딩 1층,4.0,127.116866834025,37.498792387939
251,라화쿵부 개롱점,서울 송파구 오금로46길 20,4.1,127.134972963035,37.4957720180583
252,내꾸미쭈꾸미 본점,서울 송파구 성내천로 106,3.6,127.140087101357,37.4997420226467
253,젠,서울 송파구 오금로18길 8 1층 102호,3.6,127.110474245371,37.5100990339077
254,문어세상해천탕 잠실본점,서울 송파구 오금로 169,3.3,127.113539443444,37.5099133136467
255,신천생태,서울 송파구 올림픽로8길 32,3.8,127.080451414483,37.5087760256199
256,피스인더커피,서울 송파구 석촌호수로 258,4.3,127.104890918872,37.5091141003215
257,이낙근찹쌀떡베이커리 오금동본점,서울 송파구 중대로 316,3.0,127.133787699141,37.5083630213933
258,파티세리도효,서울 송파구 백제고분로45길 21-1 2층,4.1,127.108976276386,37.5099372535424
259,꽃낙지,서울 송파구 백제고분로19길 7 1층,4.7,127.086624353419,37.5055570552677
260,천상애장어가 가락본점,서울 송파구 중대로 148,4.0,127.124168794375,37.4953081365846
261,김태완스시 송파본점,서울 송파구 오금로 148,3.0,127.111124030232,37.5104790085398
262,동촌보리밥돈까스 거여본점,서울 송파구 거마로 22,3.0,127.14549726125,37.4950080860942
263,어사출또 잠실신천점,서울 송파구 올림픽로10길 19,4.2,127.081413850094,37.5099617187694
264,머머,서울 송파구 삼학사로18길 5,3.1,127.097769983557,37.504469402659
265,삿포로참치 직영본점,서울 송파구 올림픽로32길 32,3.6,127.109660359644,37.5132026695739
266,밀도 잠실점,서울 송파구 올림픽로 118 1층 4호,3.7,127.083829919841,37.5114151506649
267,박군자진주냉면 본점,서울 송파구 위례순환로 472,3.0,127.134321482946,37.4777691891228
268,라움파스타,서울 송파구 송파대로39길 1-8,4.1,127.108899027292,37.502541427323
269,개군할머니 토종순대국,서울 송파구 양재대로71길 16,4.3,127.125251117627,37.5107503115644
270,송계옥,서울 송파구 올림픽로32길 38 1층,4.5,127.110350889927,37.5128932525047
271,치즈룸X테이스팅룸 롯데월드몰점,서울 송파구 올림픽로 300 5층,3.4,127.104446890835,37.5137519612953
272,송파아구찜,서울 송파구 오금로44길 50-22,3.7,127.131510282222,37.4948268035042
273,코이라멘 방이점,서울 송파구 올림픽로34길 16 1층,4.0,127.110933365825,37.5150853891267
274,테이크어샤워,서울 송파구 송파대로47길 1,3.5,127.10434926971,37.507490970007
275,용장어,서울 송파구 송파대로32길 15 가락금호아파트상가 1층 111호,3.0,127.11575708533,37.4965824118518
276,흥도식당,서울 송파구 법원로 114 지하1층 B동 155-1호,4.2,127.12100938212,37.4860552797801
277,셰프의부엌,서울 송파구 가락로 259 1층,4.3,127.118583559164,37.5111247129311
278,아우어베이커리 롯데백화점 잠실점,서울 송파구 올림픽로 240 지하 1층,3.7,127.098141751177,37.5113096112036
279,비엔나커피하우스 가락시장점,서울 송파구 송파대로28길 13 거북이빌딩 1층,3.6,127.119419238646,37.4942563328163
280,버드나무집,서울 송파구 동남로 309,3.7,127.137568477716,37.503062303556
281,글로리식당,서울 송파구 백제고분로42길 4-13,3.7,127.108831293223,37.5055082291902
282,리프레쉬커피,서울 송파구 송이로30길 11,4.2,127.130568992508,37.4871629819734
283,지인고기,서울 송파구 송파대로 167 문정테라타워 A동 지하1층 G183호,4.4,127.120933640924,37.4846614982049
284,스타벅스 잠실역점,"서울 송파구 송파대로 562 한빛프라자 1,2층",3.6,127.099502662936,37.5153235254771
285,맥도날드 송파잠실DT점(임시휴업중),서울 송파구 도곡로 434,3.1,127.076971256945,37.5043859457006
286,프라자손칼국수,서울 송파구 동남로18길 40,3.9,127.134003233373,37.492963964431
287,팔레트커리,서울 송파구 백제고분로45길 25 1층,3.9,127.108636541259,37.5101147039049
288,경성광장,서울 송파구 오금로16길 10-6 1층,3.8,127.108608611875,37.5109004952607
289,남한산성 마천점,서울 송파구 마천로39길 5,4.0,127.147161744161,37.4983653346428
290,유천냉면 풍납본점,서울 송파구 강동대로3길 22,3.0,127.115578322633,37.5285051489995
291,사브레,서울 송파구 송파대로46길 28,3.6,127.107407750592,37.5091536452061
292,명서식당,서울 송파구 백제고분로7길 42-29 102호,4.8,127.084080509265,37.5095508848226
293,진원조닭한마리 잠실신천점,서울 송파구 백제고분로7길 32-11 1층,4.2,127.082724143929,37.5103506729728
294,양타령,서울 송파구 위례성대로 192 송산빌딩 1층,4.9,127.132261062001,37.5095899260218
295,카페그리너티,서울 송파구 풍성로23길 17 1층,4.8,127.119702098987,37.5352890907788
296,스타벅스 송파방이DT점,서울 송파구 오금로 241,3.4,127.120485645995,37.5065367665138
297,스파이스랩,서울 송파구 가락로 148 1층 106호,4.6,127.112323625733,37.5026284113167
298,롼스,서울 송파구 백제고분로43길 8 1층,3.9,127.109780785561,37.5082357728572
299,옛날농장 방이점,서울 송파구 올림픽로32길 19-10,3.2,127.109990931912,37.5144810664846
300,링링샤브샤브,서울 송파구 백제고분로41길 45 2층,4.4,127.10538022541,37.5093708114437
301,연탄부락 잠실새내점,서울 송파구 백제고분로9길 22 1층,4.8,127.081526865136,37.5094633853868
302,홍종흔베이커리&케익부띠끄,서울 송파구 양재대로71길 8 1층,3.1,127.125890058433,37.5105520421649
303,원조동대문닭한마리칼국수,서울 송파구 올림픽로30길 6,3.9,127.107781872599,37.5151935441258
304,정라멘,서울 송파구 삼전로12길 7 1층,4.3,127.091039605159,37.5065050159512
305,피피샐러드,서울 송파구 송파대로49길 50 B동 203호,3.4,127.099387961215,37.5062773604789
306,어부회수산,서울 송파구 백제고분로40길 25 1층,4.7,127.107454329784,37.5025118458127
307,석촌옛터,서울 송파구 백제고분로41길 42,3.4,127.106002057464,37.5093622361156
308,엔제리너스 석촌호수DI점,서울 송파구 석촌호수로 224 1층,3.7,127.101904894869,37.5071296387671
309,스시153,서울 송파구 위례광장로 170 위례송파 힐스테이트 A동 2층 210호,4.5,127.142324795699,37.4798960212267
310,스시준 잠실점,서울 송파구 올림픽로35다길 32 지하1층,3.0,127.102045249089,37.5150198804497
311,김과장고깃집 신천점,서울 송파구 백제고분로7길 16-13 1층,4.8,127.08093758217,37.5099761918389
312,삼방매,서울 송파구 백제고분로45길 23 1층 105호,3.6,127.108831954167,37.5100146026602
313,빕스 올림픽공원점,서울 송파구 올림픽로 424 올림픽공원 만남의광장 A-2 동2문,3.4,127.115517876627,37.5203396980951
314,스시랑랑,서울 송파구 오금로 144,4.1,127.110584500442,37.5106973776609
315,가야촌유황오리,서울 송파구 오금로 533,3.3,127.14809941622,37.4930737259602
316,일일양 석촌호수점,서울 송파구 송파대로49길 52 나인파크 A동 107호,4.5,127.098968471356,37.5061875220992
317,라치오,서울 송파구 동남로4길 20,3.9,127.124533961794,37.4883756760691
318,홍대칼국수와족발 방이먹자골목점,서울 송파구 오금로15길 16 1층,3.4,127.109849770376,37.5130158056097
319,화포식당 잠실점,서울 송파구 백제고분로 187 잠실파크인수 107호,3.6,127.087781639261,37.5047452963849
320,더맛있는족발보쌈 가락점,서울 송파구 양재대로62길 41 1층,4.0,127.120407561285,37.496437116445
321,오키나와블루 잠실점,서울 송파구 오금로17길 7,4.6,127.11144017048,37.5114752211304
322,역전식당 신천직영점,서울 송파구 백제고분로9길 27,3.9,127.082114763805,37.5097592284137
323,브루클린더버거조인트 롯데월드몰점,서울 송파구 올림픽로 300 3층,4.0,127.104446890835,37.5137519612953
324,생생아구,서울 송파구 백제고분로7길 8-37,3.4,127.080281798765,37.5088120010012
325,좋은생고기정육점식당 2호점,서울 송파구 오금로13길 9 석정빌딩 1층,3.6,127.108698700974,37.5134353867011
326,씨젬므쥬르,서울 송파구 백제고분로41길 25 1층,3.6,127.106929511608,37.508017011539
327,우아한갈비,서울 송파구 오금로36길 65 마루빌딩 1층,4.3,127.121686536679,37.4984540593659
328,79대포 방이점,서울 송파구 올림픽로32길 36 1층,3.3,127.110130066381,37.5130235635358
329,가락수산회센터,서울 송파구 양재대로 932 가락몰 회센터 1층,3.0,127.108713599026,37.4945376921828
330,포유티,서울 송파구 위례성대로18길 28-13 1층,4.0,127.124299205779,37.5099917707413
331,진성한우곱창 잠실방이점,서울 송파구 올림픽로32길 19 1층,3.0,127.109545975492,37.5143426353537
332,르쉬드서울,서울 송파구 위례성대로12길 18 1층 2호,4.0,127.121823561333,37.5120731461271
333,오동나무집24시감자국 방이점,"서울 송파구 오금로11길 55 현대주상복합빌딩 1층 102, 103호",3.0,127.113299840522,37.5154937300715
334,칠프로칠백식당 방이직영점,서울 송파구 올림픽로32길 42 1층,4.8,127.110595347528,37.5128362606358
335,옛촌매운갈비찜,서울 송파구 올림픽로32길 24,3.5,127.109451314411,37.5138868153175
336,빈티지1981,서울 송파구 석촌호수로 194 태호빌딩 2층,3.9,127.098577221469,37.5062425402419
337,나폴레옹제과점 잠실점,서울 송파구 백제고분로 67,3.5,127.078947571831,37.510790424732
338,셜록홈즈 잠실2호점,서울 송파구 백제고분로7길 31 4층,4.6,127.082425966591,37.5109386965951
339,조개창고,서울 송파구 올림픽로10길 13-1 3층,3.0,127.081335731456,37.5103082087541
340,우설화 송파문정역점,"서울 송파구 법원로4길 5 송파법조타운 푸르지오시티 1층 120~124호, 2층 217~224호",4.0,127.121873324034,37.482913928496
341,우사기식당,서울 송파구 백제고분로40길 27 1층,3.4,127.107623959631,37.5023471678159
342,옥돌현옥,서울 송파구 오금로36길 26-1,4.4,127.124072910932,37.5015343677051
343,부산밀면,서울 송파구 가락로 43,3.8,127.101183731268,37.4993093527923
344,드론이야기,서울 송파구 중대로 212,4.5,127.127303704445,37.5006596580237
345,돼고파 본점,서울 송파구 백제고분로9길 51 1층,4.8,127.084784716596,37.510170182362
346,함평육회 본점,서울 송파구 올림픽로32길 22-19 1층,3.9,127.108561092985,37.5135457060007
347,72420 송파직영점,서울 송파구 백제고분로45길 12,3.8,127.110151992824,37.5096256769585
348,24시비사벌 전주콩나물국밥 송파점,서울 송파구 백제고분로 181,4.1,127.087082147206,37.5048524030184
349,통,서울 송파구 위례성대로18길 14,4.4,127.125660956039,37.5111211799778
350,케키하우스,서울 송파구 백제고분로41길 35 2층,4.1,127.106190872114,37.5086751408133
351,별미곱창 방이3호점,서울 송파구 오금로11길 14 1층,3.0,127.108893037866,37.5144572160495
352,잠실황소곱창,서울 송파구 삼학사로19길 5,3.9,127.096451873452,37.5057215317162
353,장털보설렁탕 본점,서울 송파구 중대로 288,3.2,127.132460241485,37.506135342468
354,오발탄 송파점,서울 송파구 위례성대로 206,3.6,127.133371767083,37.5090311358307
355,몬스터핸드보드카페 방이점,서울 송파구 오금로13길 9 4층,3.2,127.108698700974,37.5134353867011
356,빽돈 방이점,서울 송파구 올림픽로32길 29 유성빌딩 1층,4.5,127.109920394834,37.5135087691136
357,냠냠물고기 루프탑라운지,서울 송파구 송이로 135 6층,4.0,127.123833842595,37.4946908483153
358,사케쇼프,서울 송파구 오금로16길 12,3.2,127.10863038393,37.5106267502074
359,연발탄숯불양대창구이,서울 송파구 오금로13길 10 1층,4.9,127.108825879796,37.5132315526676
360,경미양꼬치,서울 송파구 올림픽로32길 18-21,4.7,127.1083327919,37.51390577645
361,스타벅스 문정역점,서울 송파구 송파대로 167,4.0,127.120933640924,37.4846614982049
362,하남춘천골닭갈비,서울 송파구 오금로13길 12,4.1,127.109194541893,37.5133353684567
363,세이류,서울 송파구 올림픽로35가길 9,4.7,127.103444795508,37.5174846188512
364,벌툰 잠실새내점,서울 송파구 백제고분로7길 27 반석빌딩 3층,4.1,127.081867388412,37.5108834930961
365,미스터스시 가락시장점,서울 송파구 중대로 121 송파롯데캐슬파인힐 101-2호,3.0,127.12141164538,37.4943474660846
366,당산오돌 잠실신천점,서울 송파구 백제고분로9길 31 1층,3.2,127.08259379743,37.5097926820977
367,랜돌프비어,서울 송파구 백제고분로7길 58 2층,3.1,127.085228319382,37.5106721730038
368,무교동유정낙지 잠실점,서울 송파구 백제고분로 89,3.3,127.079353682016,37.5088172232683
369,개나리아구찜 송파점,서울 송파구 가락로 259 1층,4.3,127.118583559164,37.5111247129311
370,백암왕순대,서울 송파구 위례성대로18길 27-6,3.9,127.125401389828,37.5096414666997
371,비엔나커피하우스 송파사거리점,서울 송파구 가락로 114 신우빌딩 1층 102호,4.5,127.108699560729,37.5013140812678
372,군자대한곱창 문정역점,"서울 송파구 법원로 114 엠스테이트 A동 1층 114,115호",3.1,127.12100938212,37.4860552797801
373,한림돈가 방이점,서울 송파구 오금로15길 4 1층,4.6,127.109320033605,37.5121309707659
374,금바위감자탕 가락본점,서울 송파구 중대로 120,3.4,127.121801572914,37.4937356416976
375,도키도키키친,서울 송파구 백제고분로41길 18 1층,4.8,127.107749674369,37.5076671270066
376,삼촌네포차,서울 송파구 가락로 148,4.3,127.112323625733,37.5026284113167
377,장원곱창,서울 송파구 올림픽로32길 9,3.3,127.109195730029,37.5152377461781
378,유타로 가락점,서울 송파구 송파대로28길 24 밀리아나오피스텔 105호,3.7,127.120544891541,37.4942847426139
379,갯마을,서울 송파구 백제고분로34길 41,3.8,127.098901671071,37.4987595093552
380,살롱드쥬,서울 송파구 위례성대로12길 4 1층,4.0,127.122644670509,37.5133539740969
381,수다감자탕,서울 송파구 백제고분로41길 16 1층,4.2,127.107892262861,37.5074876969499
382,문가네정육식당,서울 송파구 새말로 125,4.3,127.127886835091,37.4831053437977
383,투썸플레이스 잠실역점,서울 송파구 올림픽로35다길 32 예전빌딩1층,3.4,127.102045249089,37.5150198804497
384,스타쉐프,서울 송파구 위례성대로 134 5층,3.9,127.126242402939,37.5120419264513
385,옹고집꽃게장,서울 송파구 새말로 175,3.0,127.132051794494,37.4860706643255
386,시그니엘서울 비채나,서울 송파구 올림픽로 300 81층,3.8,127.104446890835,37.5137519612953
387,돈사돈 방이점,서울 송파구 올림픽로34길 20-1,3.8,127.111050211491,37.5147804698783
388,신천무한리필,서울 송파구 백제고분로9길 53,3.2,127.085033993265,37.5102640680238
389,라무진 잠실방이점,서울 송파구 오금로11길 11-8 108호,3.7,127.108747772156,37.5149817338907
390,삽다리손칼국수,서울 송파구 올림픽로8길 23,3.7,127.080633327412,37.5095525674541
391,서가앤쿡 서울잠실점,서울 송파구 석촌호수로 176 3층,3.7,127.096628015109,37.5063728142812
392,스시다원,서울 송파구 삼전로12길 6 1층,3.2,127.09065432655,37.5063601603768